"area_fips","own_code","industry_code","agglvl_code","size_code","year","qtr","disclosure_code","area_title","own_title","industry_title","agglvl_title","size_title","annual_avg_estabs_count","annual_avg_emplvl","total_annual_wages","taxable_annual_wages","annual_contributions","annual_avg_wkly_wage","avg_annual_pay","lq_disclosure_code","lq_annual_avg_estabs_count","lq_annual_avg_emplvl","lq_total_annual_wages","lq_taxable_annual_wages","lq_annual_contributions","lq_annual_avg_wkly_wage","lq_avg_annual_pay","oty_disclosure_code","oty_annual_avg_estabs_count_chg","oty_annual_avg_estabs_count_pct_chg","oty_annual_avg_emplvl_chg","oty_annual_avg_emplvl_pct_chg","oty_total_annual_wages_chg","oty_total_annual_wages_pct_chg","oty_taxable_annual_wages_chg","oty_taxable_annual_wages_pct_chg","oty_annual_contributions_chg","oty_annual_contributions_pct_chg","oty_annual_avg_wkly_wage_chg","oty_annual_avg_wkly_wage_pct_chg","oty_avg_annual_pay_chg","oty_avg_annual_pay_pct_chg"
"21000","1","1125","56","0","2011","A","","Kentucky -- Statewide","Federal Government","Aquaculture","State, NAICS 4-digit -- by ownership sector","All establishment sizes",2,18,857438,0,0,916,47635,"",83.54,74.61,90.41,0.00,0.00,1.21,1.21,"",0,0.0,0,0.0,-49394,-5.4,0,0.0,0,0.0,-31,-3.3,-1605,-3.3
"21000","1","11251","57","0","2011","A","","Kentucky -- Statewide","Federal Government","Aquaculture","State, NAICS 5-digit -- by ownership sector","All establishment sizes",2,18,857438,0,0,916,47635,"",83.54,74.61,90.41,0.00,0.00,1.21,1.21,"",0,0.0,0,0.0,-49394,-5.4,0,0.0,0,0.0,-31,-3.3,-1605,-3.3
"21000","1","112511","58","0","2011","A","","Kentucky -- Statewide","Federal Government","Finfish farming and fish hatcheries","State, NAICS 6-digit -- by ownership sector","All establishment sizes",2,18,857438,0,0,916,47635,"",83.54,74.61,90.41,0.00,0.00,1.21,1.21,"",0,0.0,0,0.0,-49394,-5.4,0,0.0,0,0.0,-31,-3.3,-1605,-3.3
"21000","1","22","54","0","2011","A","","Kentucky -- Statewide","Federal Government","Utilities","State, NAICS Sector -- by ownership sector","All establishment sizes",11,848,81783458,0,0,1856,96500,"",6.25,4.56,5.70,0.00,0.00,1.25,1.25,"",0,0.0,-7,-0.8,4244508,5.5,0,0.0,0,0.0,111,6.4,5758,6.3
"21000","1","221","55","0","2011","A","","Kentucky -- Statewide","Federal Government","Utilities","State, NAICS 3-digit -- by ownership sector","All establishment sizes",11,848,81783458,0,0,1856,96500,"",6.25,4.56,5.70,0.00,0.00,1.25,1.25,"",0,0.0,-7,-0.8,4244508,5.5,0,0.0,0,0.0,111,6.4,5758,6.3
"21000","1","2211","56","0","2011","A","","Kentucky -- Statewide","Federal Government","Power generation and supply","State, NAICS 4-digit -- by ownership sector","All establishment sizes",11,848,81783458,0,0,1856,96500,"",6.66,4.81,5.94,0.00,0.00,1.24,1.24,"",0,0.0,-7,-0.8,4244508,5.5,0,0.0,0,0.0,111,6.4,5758,6.3
"21000","1","22112","57","0","2011","A","","Kentucky -- Statewide","Federal Government","Electric power transmission and distribution","State, NAICS 5-digit -- by ownership sector","All establishment sizes",11,848,81783458,0,0,1856,96500,"",14.59,22.36,27.86,0.00,0.00,1.25,1.25,"",0,0.0,-7,-0.8,4244508,5.5,0,0.0,0,0.0,111,6.4,5758,6.3
"21000","1","221122","58","0","2011","A","","Kentucky -- Statewide","Federal Government","Electric power distribution","State, NAICS 6-digit -- by ownership sector","All establishment sizes",11,848,81783458,0,0,1856,96500,"",41.77,62.40,75.55,0.00,0.00,1.21,1.21,"",0,0.0,-7,-0.8,4244508,5.5,0,0.0,0,0.0,111,6.4,5758,6.3
"21000","1","44-45","54","0","2011","A","","Kentucky -- Statewide","Federal Government","Retail trade","State, NAICS Sector -- by ownership sector","All establishment sizes",7,1272,27042117,0,0,409,21266,"",0.79,1.79,1.65,0.00,0.00,0.92,0.92,"",0,0.0,-53,-4.0,-761660,-2.7,0,0.0,0,0.0,5,1.2,275,1.3
"21000","1","445","55","0","2011","A","","Kentucky -- Statewide","Federal Government","Food and beverage stores","State, NAICS 3-digit -- by ownership sector","All establishment sizes",2,241,7835580,0,0,626,32547,"",0.80,1.34,1.44,0.00,0.00,1.07,1.07,"",0,0.0,-15,-5.9,-12898,-0.2,0,0.0,0,0.0,35,5.9,1829,6.0
"21000","1","4451","56","0","2011","A","","Kentucky -- Statewide","Federal Government","Grocery stores","State, NAICS 4-digit -- by ownership sector","All establishment sizes",2,241,7835580,0,0,626,32547,"",0.80,1.35,1.44,0.00,0.00,1.07,1.07,"",0,0.0,-15,-5.9,-12898,-0.2,0,0.0,0,0.0,35,5.9,1829,6.0
"21000","1","44511","57","0","2011","A","","Kentucky -- Statewide","Federal Government","Supermarkets and other grocery stores","State, NAICS 5-digit -- by ownership sector","All establishment sizes",2,241,7835580,0,0,626,32547,"",0.93,1.43,1.50,0.00,0.00,1.05,1.05,"",0,0.0,-15,-5.9,-12898,-0.2,0,0.0,0,0.0,35,5.9,1829,6.0
"21000","1","445110","58","0","2011","A","","Kentucky -- Statewide","Federal Government","Supermarkets and other grocery stores","State, NAICS 6-digit -- by ownership sector","All establishment sizes",2,241,7835580,0,0,626,32547,"",0.93,1.43,1.50,0.00,0.00,1.05,1.05,"",0,0.0,-15,-5.9,-12898,-0.2,0,0.0,0,0.0,35,5.9,1829,6.0
"21000","1","451","55","0","2011","A","","Kentucky -- Statewide","Federal Government","Sporting goods, hobby, book and music stores","State, NAICS 3-digit -- by ownership sector","All establishment sizes",1,24,461959,0,0,365,18985,"",1.86,15.44,16.75,0.00,0.00,1.07,1.07,"",0,0.0,-4,-14.3,-32474,-6.6,0,0.0,0,0.0,20,5.8,1060,5.9
"21000","1","4511","56","0","2011","A","","Kentucky -- Statewide","Federal Government","Sporting goods and musical instrument stores","State, NAICS 4-digit -- by ownership sector","All establishment sizes",1,24,461959,0,0,365,18985,"",1.94,17.38,29.54,0.00,0.00,1.68,1.68,"",0,0.0,-4,-14.3,-32474,-6.6,0,0.0,0,0.0,20,5.8,1060,5.9
"21000","1","45111","57","0","2011","A","","Kentucky -- Statewide","Federal Government","Sporting goods stores","State, NAICS 5-digit -- by ownership sector","All establishment sizes",1,24,461959,0,0,365,18985,"",2.04,18.46,32.64,0.00,0.00,1.75,1.75,"",0,0.0,-4,-14.3,-32474,-6.6,0,0.0,0,0.0,20,5.8,1060,5.9
"21000","1","451110","58","0","2011","A","","Kentucky -- Statewide","Federal Government","Sporting goods stores","State, NAICS 6-digit -- by ownership sector","All establishment sizes",1,24,461959,0,0,365,18985,"",2.04,18.46,32.64,0.00,0.00,1.75,1.75,"",0,0.0,-4,-14.3,-32474,-6.6,0,0.0,0,0.0,20,5.8,1060,5.9
"21000","1","452","55","0","2011","A","","Kentucky -- Statewide","Federal Government","General merchandise stores","State, NAICS 3-digit -- by ownership sector","All establishment sizes",2,997,18558489,0,0,358,18624,"",0.53,1.94,1.74,0.00,0.00,0.90,0.90,"",0,0.0,-32,-3.1,-687358,-3.6,0,0.0,0,0.0,-2,-0.6,-73,-0.4
"21000","1","4521","56","0","2011","A","","Kentucky -- Statewide","Federal Government","Department stores","State, NAICS 4-digit -- by ownership sector","All establishment sizes",2,997,18558489,0,0,358,18624,"",0.73,2.87,2.62,0.00,0.00,0.91,0.91,"",0,0.0,-32,-3.1,-687358,-3.6,0,0.0,0,0.0,-2,-0.6,-73,-0.4
"21000","1","45211","57","0","2011","A","","Kentucky -- Statewide","Federal Government","Department stores","State, NAICS 5-digit -- by ownership sector","All establishment sizes",2,997,18558489,0,0,358,18624,"",0.73,2.87,2.62,0.00,0.00,0.91,0.91,"",0,0.0,-32,-3.1,-687358,-3.6,0,0.0,0,0.0,-2,-0.6,-73,-0.4
"21000","1","452111","58","0","2011","A","","Kentucky -- Statewide","Federal Government","Department stores, except discount","State, NAICS 6-digit -- by ownership sector","All establishment sizes",2,997,18558489,0,0,358,18624,"",1.45,3.42,3.06,0.00,0.00,0.90,0.90,"",0,0.0,-32,-3.1,-687358,-3.6,0,0.0,0,0.0,-2,-0.6,-73,-0.4
"21000","1","453","55","0","2011","A","","Kentucky -- Statewide","Federal Government","Miscellaneous store retailers","State, NAICS 3-digit -- by ownership sector","All establishment sizes",2,10,186089,0,0,358,18609,"",6.96,5.08,5.84,0.00,0.00,1.15,1.15,"",0,0.0,-2,-16.7,-28930,-13.5,0,0.0,0,0.0,18,5.3,936,5.3
"21000","1","4532","56","0","2011","A","","Kentucky -- Statewide","Federal Government","Office supplies, stationery, and gift stores","State, NAICS 4-digit -- by ownership sector","All establishment sizes",1,3,87345,0,0,530,27583,"",20.88,27.98,34.55,0.00,0.00,1.23,1.23,"",0,0.0,-2,-40.0,-32564,-27.2,0,0.0,0,0.0,98,22.7,5100,22.7
"21000","1","45322","57","0","2011","A","","Kentucky -- Statewide","Federal Government","Gift, novelty, and souvenir stores","State, NAICS 5-digit -- by ownership sector","All establishment sizes",1,3,87345,0,0,530,27583,"",20.88,27.98,34.55,0.00,0.00,1.23,1.23,"",0,0.0,-2,-40.0,-32564,-27.2,0,0.0,0,0.0,98,22.7,5100,22.7
"21000","1","453220","58","0","2011","A","","Kentucky -- Statewide","Federal Government","Gift, novelty, and souvenir stores","State, NAICS 6-digit -- by ownership sector","All establishment sizes",1,3,87345,0,0,530,27583,"",20.88,27.98,34.55,0.00,0.00,1.23,1.23,"",0,0.0,-2,-40.0,-32564,-27.2,0,0.0,0,0.0,98,22.7,5100,22.7
"21000","1","4539","56","0","2011","A","","Kentucky -- Statewide","Federal Government","Other miscellaneous store retailers","State, NAICS 4-digit -- by ownership sector","All establishment sizes",1,7,98744,0,0,278,14450,"",4.40,3.78,3.37,0.00,0.00,0.91,0.91,"",0,0.0,0,0.0,3634,3.8,0,0.0,0,0.0,10,3.7,531,3.8
"21000","1","45399","57","0","2011","A","","Kentucky -- Statewide","Federal Government","All other miscellaneous store retailers","State, NAICS 5-digit -- by ownership sector","All establishment sizes",1,7,98744,0,0,278,14450,"",4.40,3.78,3.37,0.00,0.00,0.91,0.91,"",0,0.0,0,0.0,3634,3.8,0,0.0,0,0.0,10,3.7,531,3.8
"21000","1","453998","58","0","2011","A","","Kentucky -- Statewide","Federal Government","Store retailers not specified elsewhere","State, NAICS 6-digit -- by ownership sector","All establishment sizes",1,7,98744,0,0,278,14450,"",4.40,3.78,3.37,0.00,0.00,0.91,0.91,"",0,0.0,0,0.0,3634,3.8,0,0.0,0,0.0,10,3.7,531,3.8
"21000","1","48-49","54","0","2011","A","","Kentucky -- Statewide","Federal Government","Transportation and warehousing","State, NAICS Sector -- by ownership sector","All establishment sizes",717,8328,439352142,0,0,1015,52758,"",1.98,0.97,1.05,0.00,0.00,1.09,1.09,"",-22,-3.0,-305,-3.5,-3580989,-0.8,0,0.0,0,0.0,28,2.8,1451,2.8
"21000","1","488","55","0","2011","A","","Kentucky -- Statewide","Federal Government","Support activities for transportation","State, NAICS 3-digit -- by ownership sector","All establishment sizes",7,95,9332376,0,0,1889,98236,"",2.67,0.60,0.59,0.00,0.00,0.97,0.97,"",0,0.0,2,2.2,4279,0.0,0,0.0,0,0.0,-49,-2.5,-2518,-2.5
"21000","1","4881","56","0","2011","A","","Kentucky -- Statewide","Federal Government","Support activities for air transportation","State, NAICS 4-digit -- by ownership sector","All establishment sizes",7,95,9332376,0,0,1889,98236,"",2.67,0.60,0.59,0.00,0.00,0.97,0.97,"",0,0.0,2,2.2,4279,0.0,0,0.0,0,0.0,-49,-2.5,-2518,-2.5
"21000","1","48811","57","0","2011","A","","Kentucky -- Statewide","Federal Government","Airport operations","State, NAICS 5-digit -- by ownership sector","All establishment sizes",7,95,9332376,0,0,1889,98236,"",2.67,0.60,0.59,0.00,0.00,0.97,0.97,"",0,0.0,2,2.2,4279,0.0,0,0.0,0,0.0,-49,-2.5,-2518,-2.5
"21000","1","488111","58","0","2011","A","","Kentucky -- Statewide","Federal Government","Air traffic control","State, NAICS 6-digit -- by ownership sector","All establishment sizes",7,95,9332376,0,0,1889,98236,"",2.68,0.60,0.59,0.00,0.00,0.97,0.97,"",0,0.0,2,2.2,4279,0.0,0,0.0,0,0.0,-49,-2.5,-2518,-2.5
"21000","1","491","55","0","2011","A","","Kentucky -- Statewide","Federal Government","Postal service","State, NAICS 3-digit -- by ownership sector","All establishment sizes",709,8167,424223159,0,0,999,51942,"",1.97,0.97,1.06,0.00,0.00,1.10,1.10,"",-22,-3.0,-308,-3.6,-3719892,-0.9,0,0.0,0,0.0,28,2.9,1445,2.9
"21000","1","4911","56","0","2011","A","","Kentucky -- Statewide","Federal Government","Postal service","State, NAICS 4-digit -- by ownership sector","All establishment sizes",709,8167,424223159,0,0,999,51942,"",1.97,0.97,1.06,0.00,0.00,1.10,1.10,"",-22,-3.0,-308,-3.6,-3719892,-0.9,0,0.0,0,0.0,28,2.9,1445,2.9
"21000","1","49111","57","0","2011","A","","Kentucky -- Statewide","Federal Government","Postal service","State, NAICS 5-digit -- by ownership sector","All establishment sizes",709,8167,424223159,0,0,999,51942,"",1.97,0.97,1.06,0.00,0.00,1.10,1.10,"",-22,-3.0,-308,-3.6,-3719892,-0.9,0,0.0,0,0.0,28,2.9,1445,2.9
"21000","1","491110","58","0","2011","A","","Kentucky -- Statewide","Federal Government","Postal service","State, NAICS 6-digit -- by ownership sector","All establishment sizes",709,8167,424223159,0,0,999,51942,"",1.97,0.97,1.06,0.00,0.00,1.10,1.10,"",-22,-3.0,-308,-3.6,-3719892,-0.9,0,0.0,0,0.0,28,2.9,1445,2.9
"21000","1","493","55","0","2011","A","","Kentucky -- Statewide","Federal Government","Warehousing and storage","State, NAICS 3-digit -- by ownership sector","All establishment sizes",1,66,5796607,0,0,1702,88498,"",7.59,3.41,10.71,0.00,0.00,3.17,3.16,"",0,0.0,0,0.0,134624,2.4,0,0.0,0,0.0,46,2.8,2384,2.8
"21000","1","4931","56","0","2011","A","","Kentucky -- Statewide","Federal Government","Warehousing and storage","State, NAICS 4-digit -- by ownership sector","All establishment sizes",1,66,5796607,0,0,1702,88498,"",7.59,3.41,10.71,0.00,0.00,3.17,3.16,"",0,0.0,0,0.0,134624,2.4,0,0.0,0,0.0,46,2.8,2384,2.8
"21000","1","49319","57","0","2011","A","","Kentucky -- Statewide","Federal Government","Other warehousing and storage","State, NAICS 5-digit -- by ownership sector","All establishment sizes",1,66,5796607,0,0,1702,88498,"",83.54,74.61,90.41,0.00,0.00,1.21,1.21,"",0,0.0,0,0.0,134624,2.4,0,0.0,0,0.0,46,2.8,2384,2.8
"21000","1","493190","58","0","2011","A","","Kentucky -- Statewide","Federal Government","Other warehousing and storage","State, NAICS 6-digit -- by ownership sector","All establishment sizes",1,66,5796607,0,0,1702,88498,"",83.54,74.61,90.41,0.00,0.00,1.21,1.21,"",0,0.0,0,0.0,134624,2.4,0,0.0,0,0.0,46,2.8,2384,2.8
"21000","1","51","54","0","2011","A","","Kentucky -- Statewide","Federal Government","Information","State, NAICS Sector -- by ownership sector","All establishment sizes",2,22,758997,0,0,654,33985,"",1.36,0.22,0.13,0.00,0.00,0.60,0.60,"",0,0.0,0,0.0,26491,3.6,0,0.0,0,0.0,11,1.7,563,1.7
"21000","1","519","55","0","2011","A","","Kentucky -- Statewide","Federal Government","Other information services","State, NAICS 3-digit -- by ownership sector","All establishment sizes",2,22,758997,0,0,654,33985,"",1.56,0.27,0.16,0.00,0.00,0.57,0.57,"",0,0.0,0,0.0,26491,3.6,0,0.0,0,0.0,11,1.7,563,1.7
"21000","1","5191","56","0","2011","A","","Kentucky -- Statewide","Federal Government","Other information services","State, NAICS 4-digit -- by ownership sector","All establishment sizes",2,22,758997,0,0,654,33985,"",1.56,0.27,0.16,0.00,0.00,0.57,0.57,"",0,0.0,0,0.0,26491,3.6,0,0.0,0,0.0,11,1.7,563,1.7
"21000","1","51912","57","0","2011","A","","Kentucky -- Statewide","Federal Government","Libraries and archives","State, NAICS 5-digit -- by ownership sector","All establishment sizes",2,22,758997,0,0,654,33985,"",1.62,0.27,0.16,0.00,0.00,0.57,0.57,"",0,0.0,0,0.0,26491,3.6,0,0.0,0,0.0,11,1.7,563,1.7
"21000","1","519120","58","0","2011","A","","Kentucky -- Statewide","Federal Government","Libraries and archives","State, NAICS 6-digit -- by ownership sector","All establishment sizes",2,22,758997,0,0,654,33985,"",1.62,0.27,0.16,0.00,0.00,0.57,0.57,"",0,0.0,0,0.0,26491,3.6,0,0.0,0,0.0,11,1.7,563,1.7
"21000","1","52","54","0","2011","A","","Kentucky -- Statewide","Federal Government","Finance and insurance","State, NAICS Sector -- by ownership sector","All establishment sizes",19,197,15932291,0,0,1559,81080,"",1.82,0.92,0.91,0.00,0.00,0.99,0.99,"",-2,-9.5,1,0.5,630280,4.1,0,0.0,0,0.0,54,3.6,2842,3.6
"21000","1","522","55","0","2011","A","","Kentucky -- Statewide","Federal Government","Credit intermediation and related activities","State, NAICS 3-digit -- by ownership sector","All establishment sizes",16,116,8242897,0,0,1365,70958,"",1.83,1.23,1.36,0.00,0.00,1.10,1.10,"",-2,-11.1,-1,-0.9,116055,1.4,0,0.0,0,0.0,24,1.8,1250,1.8
"21000","1","5222","56","0","2011","A","","Kentucky -- Statewide","Federal Government","Nondepository credit intermediation","State, NAICS 4-digit -- by ownership sector","All establishment sizes",16,116,8242897,0,0,1365,70958,"",1.83,1.23,1.36,0.00,0.00,1.10,1.10,"",-2,-11.1,-1,-0.9,116055,1.4,0,0.0,0,0.0,24,1.8,1250,1.8
"21000","1","52229","57","0","2011","A","","Kentucky -- Statewide","Federal Government","Other nondepository credit intermediation","State, NAICS 5-digit -- by ownership sector","All establishment sizes",16,116,8242897,0,0,1365,70958,"",1.83,1.23,1.36,0.00,0.00,1.10,1.10,"",-2,-11.1,-1,-0.9,116055,1.4,0,0.0,0,0.0,24,1.8,1250,1.8
"21000","1","522292","58","0","2011","A","","Kentucky -- Statewide","Federal Government","Real estate credit","State, NAICS 6-digit -- by ownership sector","All establishment sizes",11,64,4078595,0,0,1235,64230,"",3.49,1.66,1.90,0.00,0.00,1.16,1.16,"",-2,-15.4,-3,-4.5,-140187,-3.3,0,0.0,0,0.0,20,1.6,1027,1.6
"21000","1","522298","58","0","2011","A","","Kentucky -- Statewide","Federal Government","All other nondepository credit intermediation","State, NAICS 6-digit -- by ownership sector","All establishment sizes",5,53,4164302,0,0,1521,79069,"",1.09,1.28,1.40,0.00,0.00,1.10,1.10,"",0,0.0,3,6.0,256242,6.6,0,0.0,0,0.0,13,0.9,646,0.8
"21000","1","524","55","0","2011","A","","Kentucky -- Statewide","Federal Government","Insurance carriers and related activities","State, NAICS 3-digit -- by ownership sector","All establishment sizes",3,80,7689394,0,0,1841,95719,"",1.88,0.67,0.68,0.00,0.00,1.00,1.00,"",0,0.0,1,1.3,514225,7.2,0,0.0,0,0.0,94,5.4,4894,5.4
"21000","1","5241","56","0","2011","A","","Kentucky -- Statewide","Federal Government","Insurance carriers","State, NAICS 4-digit -- by ownership sector","All establishment sizes",3,80,7689394,0,0,1841,95719,"",2.14,0.70,0.70,0.00,0.00,0.99,0.99,"",0,0.0,1,1.3,514225,7.2,0,0.0,0,0.0,94,5.4,4894,5.4
"21000","1","52412","57","0","2011","A","","Kentucky -- Statewide","Federal Government","Direct insurers, except life and health","State, NAICS 5-digit -- by ownership sector","All establishment sizes",3,80,7689394,0,0,1841,95719,"",2.14,0.70,0.70,0.00,0.00,0.99,0.99,"",0,0.0,1,1.3,514225,7.2,0,0.0,0,0.0,94,5.4,4894,5.4
"21000","1","524128","58","0","2011","A","","Kentucky -- Statewide","Federal Government","Other direct insurance carriers","State, NAICS 6-digit -- by ownership sector","All establishment sizes",3,80,7689394,0,0,1841,95719,"",2.28,0.71,0.70,0.00,0.00,0.99,0.99,"",0,0.0,1,1.3,514225,7.2,0,0.0,0,0.0,94,5.4,4894,5.4
"21000","1","54","54","0","2011","A","","Kentucky -- Statewide","Federal Government","Professional and technical services","State, NAICS Sector -- by ownership sector","All establishment sizes",48,1407,105389848,0,0,1440,74904,"",2.75,1.46,1.56,0.00,0.00,1.07,1.07,"",0,0.0,-32,-2.2,4869160,4.8,0,0.0,0,0.0,97,7.2,5045,7.2
"21000","1","541","55","0","2011","A","","Kentucky -- Statewide","Federal Government","Professional and technical services","State, NAICS 3-digit -- by ownership sector","All establishment sizes",48,1407,105389848,0,0,1440,74904,"",2.75,1.46,1.56,0.00,0.00,1.07,1.07,"",0,0.0,-32,-2.2,4869160,4.8,0,0.0,0,0.0,97,7.2,5045,7.2
"21000","1","5412","56","0","2011","A","","Kentucky -- Statewide","Federal Government","Accounting and bookkeeping services","State, NAICS 4-digit -- by ownership sector","All establishment sizes",3,19,860337,0,0,852,44309,"",2.98,0.90,0.94,0.00,0.00,1.03,1.03,"",0,0.0,0,0.0,108909,14.5,0,0.0,0,0.0,81,10.5,4233,10.6
"21000","1","54121","57","0","2011","A","","Kentucky -- Statewide","Federal Government","Accounting and bookkeeping services","State, NAICS 5-digit -- by ownership sector","All establishment sizes",3,19,860337,0,0,852,44309,"",2.98,0.90,0.94,0.00,0.00,1.03,1.03,"",0,0.0,0,0.0,108909,14.5,0,0.0,0,0.0,81,10.5,4233,10.6
"21000","1","541219","58","0","2011","A","","Kentucky -- Statewide","Federal Government","Other accounting services","State, NAICS 6-digit -- by ownership sector","All establishment sizes",3,19,860337,0,0,852,44309,"",3.13,1.72,2.75,0.00,0.00,1.57,1.57,"",0,0.0,0,0.0,108909,14.5,0,0.0,0,0.0,81,10.5,4233,10.6
