"area_fips","own_code","industry_code","agglvl_code","size_code","year","qtr","disclosure_code","area_title","own_title","industry_title","agglvl_title","size_title","annual_avg_estabs_count","annual_avg_emplvl","total_annual_wages","taxable_annual_wages","annual_contributions","annual_avg_wkly_wage","avg_annual_pay","lq_disclosure_code","lq_annual_avg_estabs_count","lq_annual_avg_emplvl","lq_total_annual_wages","lq_taxable_annual_wages","lq_annual_contributions","lq_annual_avg_wkly_wage","lq_avg_annual_pay","oty_disclosure_code","oty_annual_avg_estabs_count_chg","oty_annual_avg_estabs_count_pct_chg","oty_annual_avg_emplvl_chg","oty_annual_avg_emplvl_pct_chg","oty_total_annual_wages_chg","oty_total_annual_wages_pct_chg","oty_taxable_annual_wages_chg","oty_taxable_annual_wages_pct_chg","oty_annual_contributions_chg","oty_annual_contributions_pct_chg","oty_annual_avg_wkly_wage_chg","oty_annual_avg_wkly_wage_pct_chg","oty_avg_annual_pay_chg","oty_avg_annual_pay_pct_chg"
"C3114","5","1021","43","0","2011","A","","Louisville-Jefferson County, KY-IN MSA","Private","Trade, transportation, and utilities","MSA, by Supersector -- by ownership sector","All establishment sizes",7877,127440,5112271497,1158365182,30370497,771,40115,"",1.15,1.16,1.30,1.14,0.97,1.12,1.12,"",-123,-1.5,2255,1.8,190828598,3.9,58836901,5.4,449139,1.5,15,2.0,801,2.0
"C3114","5","1022","43","0","2011","A","","Louisville-Jefferson County, KY-IN MSA","Private","Information","MSA, by Supersector -- by ownership sector","All establishment sizes",481,9201,469526418,83694054,3056467,981,51029,"",0.92,0.78,0.57,0.66,0.64,0.73,0.73,"",7,1.5,29,0.3,30376398,6.9,-2063673,-2.4,163831,5.7,60,6.5,3150,6.6
"C3114","5","1023","43","0","2011","A","","Louisville-Jefferson County, KY-IN MSA","Private","Financial activities","MSA, by Supersector -- by ownership sector","All establishment sizes",3540,39808,2560593383,395422383,11308577,1237,64323,"",1.20,1.22,1.13,1.17,1.01,0.93,0.93,"",-98,-2.7,-237,-0.6,96360487,3.9,17383266,4.6,454317,4.2,54,4.6,2786,4.5
"C3114","5","1024","43","0","2011","A","","Louisville-Jefferson County, KY-IN MSA","Private","Professional and business services","MSA, by Supersector -- by ownership sector","All establishment sizes",6108,71958,3268228763,775731688,27083660,873,45419,"",1.07,0.94,0.77,0.94,0.86,0.82,0.82,"",-16,-0.3,2138,3.1,192510057,6.3,50294357,6.9,2539777,10.3,26,3.1,1367,3.1
"C3114","5","1025","43","0","2011","A","N","Louisville-Jefferson County, KY-IN MSA","Private","Education and health services","MSA, by Supersector -- by ownership sector","All establishment sizes",3379,0,0,0,0,0,0,"N",1.01,0,0,0,0,0,0,"N",9,0.3,0,0,0,0,0,0,0,0,0,0,0,0
"C3114","5","1026","43","0","2011","A","","Louisville-Jefferson County, KY-IN MSA","Private","Leisure and hospitality","MSA, by Supersector -- by ownership sector","All establishment sizes",2868,59677,982071848,499241415,12204748,316,16457,"",1.04,1.02,0.95,1.09,0.96,0.93,0.93,"",40,1.4,1188,2.0,23902778,2.5,31994874,6.8,660150,5.7,1,0.3,75,0.5
"C3114","5","1027","43","0","2011","A","N","Louisville-Jefferson County, KY-IN MSA","Private","Other services","MSA, by Supersector -- by ownership sector","All establishment sizes",3299,0,0,0,0,0,0,"N",0.68,0,0,0,0,0,0,"N",136,4.3,0,0,0,0,0,0,0,0,0,0,0,0
"C3114","5","1029","43","0","2011","A","","Louisville-Jefferson County, KY-IN MSA","Private","Unclassified","MSA, by Supersector -- by ownership sector","All establishment sizes",92,92,4259084,1266934,35813,886,46086,"",0.14,0.12,0.12,0.12,0.10,0.98,0.98,"",16,21.1,22,31.4,1168527,37.8,447739,54.7,12252,52.0,31,3.6,1618,3.6
"C3114","5","11","44","0","2011","A","","Louisville-Jefferson County, KY-IN MSA","Private","Agriculture, forestry, fishing and hunting","MSA, NAICS Sector -- by ownership sector","All establishment sizes",138,746,19370725,7503826,222255,499,25969,"",0.39,0.15,0.15,0.14,0.11,1.05,1.05,"",-6,-4.2,0,0.0,336866,1.8,607431,8.8,43310,24.2,8,1.6,443,1.7
"C3114","5","111","45","0","2011","A","","Louisville-Jefferson County, KY-IN MSA","Private","Crop production","MSA, NAICS 3-digit -- by ownership sector","All establishment sizes",54,350,7506446,3559874,125778,412,21437,"",0.34,0.15,0.14,0.15,0.14,0.92,0.92,"",-2,-3.6,3,0.9,142664,1.9,438391,14.0,32736,35.2,4,1.0,206,1.0
"C3114","5","1111","46","0","2011","A","","Louisville-Jefferson County, KY-IN MSA","Private","Oilseed and grain farming","MSA, NAICS 4-digit -- by ownership sector","All establishment sizes",13,53,1724976,597966,13993,626,32547,"",0.38,0.27,0.30,0.26,0.20,1.12,1.12,"",0,0.0,16,43.2,625548,56.9,242780,68.4,7368,111.2,53,9.2,2766,9.3
"C3114","5","11111","47","0","2011","A","","Louisville-Jefferson County, KY-IN MSA","Private","Soybean farming","MSA, NAICS 5-digit -- by ownership sector","All establishment sizes",3,25,801319,278959,6961,629,32707,"",1.20,1.59,1.82,1.58,1.26,1.17,1.17,"N",1,50.0,0,0,0,0,0,0,0,0,0,0,0,0
"C3114","5","111110","48","0","2011","A","","Louisville-Jefferson County, KY-IN MSA","Private","Soybean farming","MSA, NAICS 6-digit -- by ownership sector","All establishment sizes",3,25,801319,278959,6961,629,32707,"",1.20,1.59,1.82,1.58,1.26,1.17,1.17,"N",1,50.0,0,0,0,0,0,0,0,0,0,0,0,0
"C3114","5","11114","47","0","2011","A","N","Louisville-Jefferson County, KY-IN MSA","Private","Wheat farming","MSA, NAICS 5-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,"N",0.15,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"C3114","5","111140","48","0","2011","A","N","Louisville-Jefferson County, KY-IN MSA","Private","Wheat farming","MSA, NAICS 6-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,"N",0.15,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"C3114","5","11115","47","0","2011","A","N","Louisville-Jefferson County, KY-IN MSA","Private","Corn farming","MSA, NAICS 5-digit -- by ownership sector","All establishment sizes",3,0,0,0,0,0,0,"N",0.34,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"C3114","5","111150","48","0","2011","A","N","Louisville-Jefferson County, KY-IN MSA","Private","Corn farming","MSA, NAICS 6-digit -- by ownership sector","All establishment sizes",3,0,0,0,0,0,0,"N",0.34,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"C3114","5","11119","47","0","2011","A","","Louisville-Jefferson County, KY-IN MSA","Private","Other grain farming","MSA, NAICS 5-digit -- by ownership sector","All establishment sizes",6,22,476097,174613,3004,426,22144,"",0.48,0.31,0.24,0.23,0.14,0.80,0.80,"",-1,-14.3,2,10.0,8078,1.7,-1744,-1.0,456,17.9,-15,-3.4,-779,-3.4
"C3114","5","111191","48","0","2011","A","","Louisville-Jefferson County, KY-IN MSA","Private","Oilseed and grain combination farming","MSA, NAICS 6-digit -- by ownership sector","All establishment sizes",6,22,476097,174613,3004,426,22144,"",0.66,0.42,0.32,0.31,0.18,0.78,0.78,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"C3114","5","1112","46","0","2011","A","","Louisville-Jefferson County, KY-IN MSA","Private","Vegetable and melon farming","MSA, NAICS 4-digit -- by ownership sector","All establishment sizes",3,53,668059,367347,16792,242,12585,"",0.19,0.13,0.07,0.09,0.09,0.52,0.52,"",0,0.0,10,23.3,-61919,-8.5,34830,10.5,5497,48.7,-86,-26.2,-4457,-26.2
"C3114","5","11121","47","0","2011","A","","Louisville-Jefferson County, KY-IN MSA","Private","Vegetable and melon farming","MSA, NAICS 5-digit -- by ownership sector","All establishment sizes",3,53,668059,367347,16792,242,12585,"",0.19,0.13,0.07,0.09,0.09,0.52,0.52,"",0,0.0,10,23.3,-61919,-8.5,34830,10.5,5497,48.7,-86,-26.2,-4457,-26.2
"C3114","5","111219","48","0","2011","A","","Louisville-Jefferson County, KY-IN MSA","Private","Other vegetable and melon farming","MSA, NAICS 6-digit -- by ownership sector","All establishment sizes",3,53,668059,367347,16792,242,12585,"",0.24,0.15,0.08,0.11,0.12,0.54,0.54,"",0,0.0,10,23.3,-61919,-8.5,34830,10.5,5497,48.7,-86,-26.2,-4457,-26.2
"C3114","5","1114","46","0","2011","A","","Louisville-Jefferson County, KY-IN MSA","Private","Greenhouse and nursery production","MSA, NAICS 4-digit -- by ownership sector","All establishment sizes",30,213,4580416,2308700,89778,413,21471,"",0.94,0.33,0.30,0.37,0.40,0.90,0.89,"",-1,-3.2,-15,-6.6,-186250,-3.9,220988,10.6,20286,29.2,11,2.7,565,2.7
"C3114","5","11141","47","0","2011","A","N","Louisville-Jefferson County, KY-IN MSA","Private","Food crops grown under cover","MSA, NAICS 5-digit -- by ownership sector","All establishment sizes",2,0,0,0,0,0,0,"N",0.80,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"C3114","5","111419","48","0","2011","A","N","Louisville-Jefferson County, KY-IN MSA","Private","Other food crops grown under cover","MSA, NAICS 6-digit -- by ownership sector","All establishment sizes",2,0,0,0,0,0,0,"N",1.14,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"C3114","5","11142","47","0","2011","A","N","Louisville-Jefferson County, KY-IN MSA","Private","Nursery and floriculture production","MSA, NAICS 5-digit -- by ownership sector","All establishment sizes",28,0,0,0,0,0,0,"N",0.96,0,0,0,0,0,0,"N",-1,-3.4,0,0,0,0,0,0,0,0,0,0,0,0
"C3114","5","111421","48","0","2011","A","N","Louisville-Jefferson County, KY-IN MSA","Private","Nursery and tree production","MSA, NAICS 6-digit -- by ownership sector","All establishment sizes",14,0,0,0,0,0,0,"N",0.70,0,0,0,0,0,0,"N",-1,-6.7,0,0,0,0,0,0,0,0,0,0,0,0
"C3114","5","111422","48","0","2011","A","","Louisville-Jefferson County, KY-IN MSA","Private","Floriculture production","MSA, NAICS 6-digit -- by ownership sector","All establishment sizes",14,129,2407971,1274180,32550,360,18727,"",1.49,0.63,0.52,0.69,0.51,0.83,0.83,"",0,0.0,-19,-12.8,-379728,-13.6,-35758,-2.7,-3508,-9.7,-2,-0.6,-98,-0.5
"C3114","5","1119","46","0","2011","A","","Louisville-Jefferson County, KY-IN MSA","Private","Other crop farming","MSA, NAICS 4-digit -- by ownership sector","All establishment sizes",8,31,532995,285861,5215,333,17333,"",0.23,0.11,0.08,0.09,0.05,0.67,0.68,"",-2,-20.0,-8,-20.5,-234715,-30.6,-60207,-17.4,-415,-7.4,-45,-11.9,-2310,-11.8
"C3114","5","11191","47","0","2011","A","","Louisville-Jefferson County, KY-IN MSA","Private","Tobacco farming","MSA, NAICS 5-digit -- by ownership sector","All establishment sizes",4,12,300388,116874,2883,465,24192,"",2.40,0.67,0.86,0.54,0.51,1.24,1.24,"",-1,-20.0,-1,-7.7,-10900,-3.5,-3286,-2.7,-110,-3.7,13,2.9,699,3.0
"C3114","5","111910","48","0","2011","A","","Louisville-Jefferson County, KY-IN MSA","Private","Tobacco farming","MSA, NAICS 6-digit -- by ownership sector","All establishment sizes",4,12,300388,116874,2883,465,24192,"",2.40,0.67,0.86,0.54,0.51,1.24,1.24,"",-1,-20.0,-1,-7.7,-10900,-3.5,-3286,-2.7,-110,-3.7,13,2.9,699,3.0
"C3114","5","11199","47","0","2011","A","","Louisville-Jefferson County, KY-IN MSA","Private","All other crop farming","MSA, NAICS 5-digit -- by ownership sector","All establishment sizes",4,18,232607,168987,2332,244,12688,"",0.28,0.13,0.07,0.10,0.04,0.51,0.51,"",-1,-20.0,-8,-30.8,-223815,-49.0,-56921,-25.2,-305,-11.6,-96,-28.2,-4980,-28.2
"C3114","5","111998","48","0","2011","A","","Louisville-Jefferson County, KY-IN MSA","Private","All other miscellaneous crop farming","MSA, NAICS 6-digit -- by ownership sector","All establishment sizes",4,18,232607,168987,2332,244,12688,"",0.32,0.15,0.08,0.11,0.04,0.51,0.51,"",-1,-20.0,-8,-30.8,-223815,-49.0,-56921,-25.2,-305,-11.6,-96,-28.2,-4980,-28.2
"C3114","5","112","45","0","2011","A","","Louisville-Jefferson County, KY-IN MSA","Private","Animal production and aquaculture","MSA, NAICS 3-digit -- by ownership sector","All establishment sizes",35,138,3958282,1369713,38073,552,28718,"",0.42,0.14,0.14,0.12,0.17,1.04,1.04,"",0,0.0,-3,-2.1,87324,2.3,106515,8.4,2657,7.5,24,4.5,1248,4.5
"C3114","5","1121","46","0","2011","A","","Louisville-Jefferson County, KY-IN MSA","Private","Cattle ranching and farming","MSA, NAICS 4-digit -- by ownership sector","All establishment sizes",17,71,1832451,754426,21650,496,25809,"",0.31,0.12,0.12,0.12,0.16,0.98,0.98,"",2,13.3,22,44.9,669599,57.6,307716,68.9,6977,47.5,38,8.3,1996,8.4
"C3114","5","11211","47","0","2011","A","","Louisville-Jefferson County, KY-IN MSA","Private","Beef cattle ranching, farming, and feedlots","MSA, NAICS 5-digit -- by ownership sector","All establishment sizes",11,48,1375440,542256,18355,557,28957,"",0.37,0.23,0.24,0.26,0.42,1.02,1.02,"",2,22.2,15,45.5,497348,56.6,241303,80.2,7833,74.4,48,9.4,2482,9.4
"C3114","5","112111","48","0","2011","A","N","Louisville-Jefferson County, KY-IN MSA","Private","Beef cattle ranching and farming","MSA, NAICS 6-digit -- by ownership sector","All establishment sizes",9,0,0,0,0,0,0,"N",0.35,0,0,0,0,0,0,"N",1,12.5,0,0,0,0,0,0,0,0,0,0,0,0
"C3114","5","112112","48","0","2011","A","N","Louisville-Jefferson County, KY-IN MSA","Private","Cattle feedlots","MSA, NAICS 6-digit -- by ownership sector","All establishment sizes",2,0,0,0,0,0,0,"N",0.50,0,0,0,0,0,0,"N",1,100.0,0,0,0,0,0,0,0,0,0,0,0,0
"C3114","5","11212","47","0","2011","A","","Louisville-Jefferson County, KY-IN MSA","Private","Dairy cattle and milk production","MSA, NAICS 5-digit -- by ownership sector","All establishment sizes",6,24,457011,212170,3295,374,19447,"",0.24,0.06,0.05,0.05,0.04,0.77,0.77,"",0,0.0,8,50.0,172251,60.5,66413,45.6,-856,-20.6,24,6.9,1271,7.0
"C3114","5","112120","48","0","2011","A","","Louisville-Jefferson County, KY-IN MSA","Private","Dairy cattle and milk production","MSA, NAICS 6-digit -- by ownership sector","All establishment sizes",6,24,457011,212170,3295,374,19447,"",0.24,0.06,0.05,0.05,0.04,0.77,0.77,"",0,0.0,8,50.0,172251,60.5,66413,45.6,-856,-20.6,24,6.9,1271,7.0
"C3114","5","1122","46","0","2011","A","N","Louisville-Jefferson County, KY-IN MSA","Private","Hog and pig farming","MSA, NAICS 4-digit -- by ownership sector","All establishment sizes",2,0,0,0,0,0,0,"N",0.24,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"C3114","5","11221","47","0","2011","A","N","Louisville-Jefferson County, KY-IN MSA","Private","Hog and pig farming","MSA, NAICS 5-digit -- by ownership sector","All establishment sizes",2,0,0,0,0,0,0,"N",0.24,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"C3114","5","112210","48","0","2011","A","N","Louisville-Jefferson County, KY-IN MSA","Private","Hog and pig farming","MSA, NAICS 6-digit -- by ownership sector","All establishment sizes",2,0,0,0,0,0,0,"N",0.24,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"C3114","5","1123","46","0","2011","A","N","Louisville-Jefferson County, KY-IN MSA","Private","Poultry and egg production","MSA, NAICS 4-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,"N",0.16,0,0,0,0,0,0,"N",-1,-50.0,0,0,0,0,0,0,0,0,0,0,0,0
"C3114","5","11232","47","0","2011","A","N","Louisville-Jefferson County, KY-IN MSA","Private","Broilers and meat type chicken production","MSA, NAICS 5-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,"N",0.69,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"C3114","5","112320","48","0","2011","A","N","Louisville-Jefferson County, KY-IN MSA","Private","Broilers and meat type chicken production","MSA, NAICS 6-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,"N",0.69,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"C3114","5","1129","46","0","2011","A","","Louisville-Jefferson County, KY-IN MSA","Private","Other animal production","MSA, NAICS 4-digit -- by ownership sector","All establishment sizes",15,52,1672476,464166,9802,620,32215,"",1.38,0.64,0.68,0.60,0.45,1.06,1.06,"",-1,-6.2,-5,-8.8,-44695,-2.6,-79623,-14.6,-2874,-22.7,44,7.6,2264,7.6
"C3114","5","11292","47","0","2011","A","","Louisville-Jefferson County, KY-IN MSA","Private","Horses and other equine production","MSA, NAICS 5-digit -- by ownership sector","All establishment sizes",10,34,1124817,312007,6300,635,33002,"",2.05,1.27,1.62,1.31,1.05,1.28,1.28,"",-1,-9.1,-3,-8.1,-31895,-2.8,-89411,-22.3,-3052,-32.6,28,4.6,1455,4.6
"C3114","5","112920","48","0","2011","A","","Louisville-Jefferson County, KY-IN MSA","Private","Horses and other equine production","MSA, NAICS 6-digit -- by ownership sector","All establishment sizes",10,34,1124817,312007,6300,635,33002,"",2.05,1.27,1.62,1.31,1.05,1.28,1.28,"",-1,-9.1,-3,-8.1,-31895,-2.8,-89411,-22.3,-3052,-32.6,28,4.6,1455,4.6
"C3114","5","11299","47","0","2011","A","","Louisville-Jefferson County, KY-IN MSA","Private","All other animal production","MSA, NAICS 5-digit -- by ownership sector","All establishment sizes",5,18,547659,152159,3502,591,30710,"",1.17,0.46,0.41,0.42,0.32,0.90,0.90,"",0,0.0,-3,-14.3,-12800,-2.3,9788,6.9,178,5.4,69,13.2,3591,13.2
"C3114","5","112990","48","0","2011","A","","Louisville-Jefferson County, KY-IN MSA","Private","All other animal production","MSA, NAICS 6-digit -- by ownership sector","All establishment sizes",5,18,547659,152159,3502,591,30710,"",1.17,0.46,0.41,0.42,0.32,0.90,0.90,"",0,0.0,-3,-14.3,-12800,-2.3,9788,6.9,178,5.4,69,13.2,3591,13.2
"C3114","5","113","45","0","2011","A","","Louisville-Jefferson County, KY-IN MSA","Private","Forestry and logging","MSA, NAICS 3-digit -- by ownership sector","All establishment sizes",8,46,1335218,485458,23116,556,28922,"",0.23,0.19,0.16,0.15,0.17,0.85,0.85,"",-2,-20.0,0,0.0,71933,5.7,63356,15.0,8292,55.9,33,6.3,1706,6.3
"C3114","5","1133","46","0","2011","A","","Louisville-Jefferson County, KY-IN MSA","Private","Logging","MSA, NAICS 4-digit -- by ownership sector","All establishment sizes",8,46,1335218,485458,23116,556,28922,"",0.26,0.21,0.19,0.17,0.18,0.87,0.87,"",-2,-20.0,0,0.0,71933,5.7,63356,15.0,8292,55.9,33,6.3,1706,6.3
"C3114","5","11331","47","0","2011","A","","Louisville-Jefferson County, KY-IN MSA","Private","Logging","MSA, NAICS 5-digit -- by ownership sector","All establishment sizes",8,46,1335218,485458,23116,556,28922,"",0.26,0.21,0.19,0.17,0.18,0.87,0.87,"",-2,-20.0,0,0.0,71933,5.7,63356,15.0,8292,55.9,33,6.3,1706,6.3
"C3114","5","113310","48","0","2011","A","","Louisville-Jefferson County, KY-IN MSA","Private","Logging","MSA, NAICS 6-digit -- by ownership sector","All establishment sizes",8,46,1335218,485458,23116,556,28922,"",0.26,0.21,0.19,0.17,0.18,0.87,0.87,"",-2,-20.0,0,0.0,71933,5.7,63356,15.0,8292,55.9,33,6.3,1706,6.3
"C3114","5","115","45","0","2011","A","","Louisville-Jefferson County, KY-IN MSA","Private","Agriculture and forestry support activities","MSA, NAICS 3-digit -- by ownership sector","All establishment sizes",42,212,6570779,2088781,35288,597,31031,"",0.65,0.14,0.20,0.14,0.05,1.39,1.39,"",-2,-4.5,0,0.0,34945,0.5,-831,0.0,-375,-1.1,3,0.5,129,0.4
"C3114","5","1151","46","0","2011","A","N","Louisville-Jefferson County, KY-IN MSA","Private","Support activities for crop production","MSA, NAICS 4-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,"N",0.03,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"C3114","5","11511","47","0","2011","A","N","Louisville-Jefferson County, KY-IN MSA","Private","Support activities for crop production","MSA, NAICS 5-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,"N",0.03,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"C3114","5","115114","48","0","2011","A","N","Louisville-Jefferson County, KY-IN MSA","Private","Other postharvest crop activities","MSA, NAICS 6-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,"N",0.14,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"C3114","5","1152","46","0","2011","A","","Louisville-Jefferson County, KY-IN MSA","Private","Support activities for animal production","MSA, NAICS 4-digit -- by ownership sector","All establishment sizes",39,197,6190991,1941125,29529,603,31373,"",2.07,1.68,1.90,1.75,1.17,1.13,1.13,"",-2,-4.9,-3,-1.5,-4367,-0.1,-36076,-1.8,-2590,-8.1,9,1.5,461,1.5
"C3114","5","11521","47","0","2011","A","","Louisville-Jefferson County, KY-IN MSA","Private","Support activities for animal production","MSA, NAICS 5-digit -- by ownership sector","All establishment sizes",39,197,6190991,1941125,29529,603,31373,"",2.07,1.68,1.90,1.75,1.17,1.13,1.13,"",-2,-4.9,-3,-1.5,-4367,-0.1,-36076,-1.8,-2590,-8.1,9,1.5,461,1.5
"C3114","5","115210","48","0","2011","A","","Louisville-Jefferson County, KY-IN MSA","Private","Support activities for animal production","MSA, NAICS 6-digit -- by ownership sector","All establishment sizes",39,197,6190991,1941125,29529,603,31373,"",2.07,1.68,1.90,1.75,1.17,1.13,1.13,"",-2,-4.9,-3,-1.5,-4367,-0.1,-36076,-1.8,-2590,-8.1,9,1.5,461,1.5
"C3114","5","1153","46","0","2011","A","N","Louisville-Jefferson County, KY-IN MSA","Private","Support activities for forestry","MSA, NAICS 4-digit -- by ownership sector","All establishment sizes",2,0,0,0,0,0,0,"N",0.24,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"C3114","5","11531","47","0","2011","A","N","Louisville-Jefferson County, KY-IN MSA","Private","Support activities for forestry","MSA, NAICS 5-digit -- by ownership sector","All establishment sizes",2,0,0,0,0,0,0,"N",0.24,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"C3114","5","115310","48","0","2011","A","N","Louisville-Jefferson County, KY-IN MSA","Private","Support activities for forestry","MSA, NAICS 6-digit -- by ownership sector","All establishment sizes",2,0,0,0,0,0,0,"N",0.24,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
